obs,wage,female,nonwhite,union,education,exper,age,wind,femalenonw,lnwage,education_exper,_Ifemale_1,_IfemXeduca_1,_IfemXexper_1,_Inonwhite_1,_InonXeduca_1
639,5.5,0,0,0,16,8,30,0,0,1.70474803447723,128,0,0,0,0,0
640,14.4300003051758,0,0,0,18,17,41,1,0,2.66930937767029,306,0,0,0,0,0
641,10,0,0,0,11,26,43,0,0,2.30258512496948,286,0,0,0,0,0
642,18,0,0,0,16,21,43,0,0,2.89037179946899,336,0,0,0,0,0
643,6.15000009536743,1,0,0,12,3,21,0,0,1.81645214557648,36,1,12,3,0,0
644,23.75,0,0,1,18,28,52,1,0,3.16758251190186,504,0,0,0,0,0
645,9.25,0,0,0,12,28,46,0,0,2.22462344169617,336,0,0,0,0,0
646,8.07999992370606,0,0,0,12,29,47,1,0,2.0893919467926,348,0,0,0,0,0
647,5,1,0,0,12,29,47,0,0,1.60943794250488,348,1,12,29,0,0
648,12.3999996185303,0,0,0,12,18,36,0,0,2.51769638061523,216,0,0,0,0,0
649,5,1,0,0,12,24,42,0,0,1.60943794250488,288,1,12,24,0,0
650,6.92000007629395,0,0,0,12,26,44,1,0,1.93441581726074,312,0,0,0,0,0
651,7.84000015258789,1,0,0,12,33,51,0,0,2.05923891067505,396,1,12,33,0,0
652,6.88000011444092,1,0,0,12,16,34,1,0,1.92861866950989,192,1,12,16,0,0
653,6.34999990463257,1,0,0,12,15,33,0,0,1.8484548330307,180,1,12,15,0,0
654,8.25,1,0,0,12,17,35,0,0,2.11021327972412,204,1,12,17,0,0
655,12.8000001907349,0,0,0,14,27,47,0,0,2.54944515228271,378,0,0,0,0,0
656,19.2399997711182,1,0,0,12,25,43,1,0,2.95699143409729,300,1,12,25,0,0
657,15,1,0,0,14,14,34,0,0,2.70805025100708,196,1,14,14,0,0
658,7,1,0,0,16,8,30,0,0,1.94591009616852,128,1,16,8,0,0
659,6,0,0,0,12,5,23,0,0,1.7917594909668,60,0,0,0,0,0
660,7.30000019073486,1,0,0,16,17,39,1,0,1.98787438869476,272,1,16,17,0,0
661,5,1,0,0,12,3,21,0,0,1.60943794250488,36,1,12,3,0,0
662,20.8500003814697,1,0,0,16,19,41,1,0,3.03735399246216,304,1,16,19,0,0
663,12.25,1,0,0,16,0,22,0,0,2.50552582740784,0,1,16,0,0,0
664,6.73000001907349,1,0,0,12,9,27,1,0,1.90657520294189,108,1,12,9,0,0
665,11.539999961853,0,0,0,18,32,56,1,0,2.44581913948059,576,0,0,0,0,0
666,5,1,0,0,12,31,49,1,0,1.60943794250488,372,1,12,31,0,0
667,20.2000007629395,0,0,0,12,31,49,1,0,3.00568270683289,372,0,0,0,0,0
668,18.75,0,0,1,12,34,52,1,0,2.93119382858276,408,0,0,0,0,0
669,4.90000009536743,0,0,0,16,1,23,1,0,1.58923518657684,16,0,0,0,0,0
670,9.61999988555908,0,0,0,12,10,28,1,0,2.26384425163269,120,0,0,0,0,0
671,8.64999961853027,0,0,0,14,24,44,1,0,2.15755939483643,336,0,0,0,0,0
672,9.18000030517578,1,0,0,14,7,27,1,0,2.21702718734741,98,1,14,7,0,0
673,5,0,0,0,12,6,24,0,0,1.60943794250488,72,0,0,0,0,0
674,7.5,0,0,0,12,41,59,1,0,2.01490306854248,492,0,0,0,0,0
675,20.2000007629395,0,1,0,16,37,59,1,0,3.00568270683289,592,0,0,0,1,16
676,4.65999984741211,1,0,0,12,6,24,0,0,1.53901541233063,72,1,12,6,0,0
677,4.25,0,0,0,11,19,36,0,0,1.44691896438599,209,0,0,0,0,0
678,9.23999977111816,1,0,1,16,2,24,1,0,2.22354197502136,32,1,16,2,0,0
679,13.460000038147,0,1,0,12,15,33,1,0,2.59972238540649,180,0,0,0,1,12
680,13.6400003433228,0,0,0,14,21,41,1,0,2.61300659179687,294,0,0,0,0,0
681,7.5,0,1,0,7,14,27,0,0,2.01490306854248,98,0,0,0,1,7
682,7.25,0,1,0,16,30,52,0,0,1.981001496315,480,0,0,0,1,16
683,9.22999954223633,1,1,0,12,10,28,1,1,2.22245907783508,120,1,12,10,1,12
684,14.3999996185303,0,0,1,12,32,50,1,0,2.66722822189331,384,0,0,0,0,0
685,13,1,0,0,12,9,27,0,0,2.56494927406311,108,1,12,9,0,0
686,15.5799999237061,0,0,1,12,35,53,1,0,2.74598813056946,420,0,0,0,0,0
687,5.78000020980835,1,0,0,12,30,48,1,0,1.7544037103653,360,1,12,30,0,0
688,15.5600004196167,0,0,0,12,21,39,1,0,2.74470353126526,252,0,0,0,0,0
689,13.8900003433228,1,0,0,12,18,36,1,0,2.63116908073425,216,1,12,18,0,0
690,18.4500007629395,0,0,0,12,35,53,1,0,2.91506433486938,420,0,0,0,0,0
691,6,0,0,0,12,5,23,0,0,1.7917594909668,60,0,0,0,0,0
692,5,1,0,0,12,23,41,0,0,1.60943794250488,276,1,12,23,0,0
693,7.1399998664856,1,0,0,12,5,23,0,0,1.96571278572083,60,1,12,5,0,0
694,7.07999992370606,0,0,0,12,21,39,1,0,1.95727384090424,252,0,0,0,0,0
695,5,0,0,0,12,13,31,1,0,1.60943794250488,156,0,0,0,0,0
696,13.460000038147,1,0,1,18,24,48,1,0,2.59972238540649,432,1,18,24,0,0
697,33,0,0,0,12,47,65,0,0,3.49650764465332,564,0,0,0,0,0
698,12.9099998474121,0,0,1,11,21,38,0,0,2.55800223350525,231,0,0,0,0,0
699,4.5,1,0,0,14,13,33,0,0,1.5040774345398,182,1,14,13,0,0
700,5,1,0,1,12,17,35,0,0,1.60943794250488,204,1,12,17,0,0
701,13,0,0,1,12,13,31,0,0,2.56494927406311,156,0,0,0,0,0
702,10,1,0,0,10,23,39,0,0,2.30258512496948,230,1,10,23,0,0
703,34.9599990844727,1,0,0,20,6,32,1,0,3.55420446395874,120,1,20,6,0,0
704,12.6599998474121,1,1,1,14,6,26,1,1,2.53844738006592,84,1,14,6,1,14
705,17.2999992370605,0,1,0,18,4,28,1,0,2.85070633888245,72,0,0,0,1,18
706,18.2900009155273,1,0,1,12,30,48,1,0,2.90635442733765,360,1,12,30,0,0
707,48.0800018310547,0,0,0,16,2,24,1,0,3.87286639213562,32,0,0,0,0,0
708,19.2399997711182,0,0,0,16,28,50,1,0,2.95699143409729,448,0,0,0,0,0
709,12,0,0,0,12,25,43,0,0,2.4849066734314,300,0,0,0,0,0
710,22.7299995422363,1,0,1,16,42,64,1,0,3.12368559837341,672,1,16,42,0,0
711,12,0,0,0,12,20,38,1,0,2.4849066734314,240,0,0,0,0,0
712,17.7800006866455,1,0,0,14,24,44,1,0,2.87807416915894,336,1,14,24,0,0
713,8.89000034332275,1,0,0,12,37,55,1,0,2.18492698669434,444,1,12,37,0,0
714,15,0,0,1,12,35,53,0,0,2.70805025100708,420,0,0,0,0,0
715,13,1,0,1,11,33,50,0,0,2.56494927406311,363,1,11,33,0,0
716,64.0800018310547,1,0,0,16,12,34,1,0,4.16013240814209,192,1,16,12,0,0
717,14,0,0,0,12,23,41,1,0,2.63905739784241,276,0,0,0,0,0
718,12,0,0,0,14,9,29,0,0,2.4849066734314,126,0,0,0,0,0
719,7,0,1,0,5,22,33,0,0,1.94591009616852,110,0,0,0,1,5
720,27.7000007629395,0,0,0,16,15,37,1,0,3.32143235206604,240,0,0,0,0,0
721,9,0,0,0,12,11,29,0,0,2.19722461700439,132,0,0,0,0,0
722,11,0,0,0,12,27,45,0,0,2.39789533615112,324,0,0,0,0,0
723,1.57000005245209,0,1,0,16,6,28,1,0,0.45107564330101,96,0,0,0,1,16
724,6.05000019073486,1,1,0,12,4,22,0,1,1.80005824565887,48,1,12,4,1,12
725,15,1,0,0,12,27,45,0,0,2.70805025100708,324,1,12,27,0,0
726,19.25,0,0,1,12,22,40,1,0,2.95751094818115,264,0,0,0,0,0
727,10.4200000762939,0,0,0,16,19,41,1,0,2.34372711181641,304,0,0,0,0,0
728,10.3000001907349,0,0,0,12,32,50,0,0,2.33214402198791,384,0,0,0,0,0
729,13.8400001525879,0,0,0,16,11,33,1,0,2.62756299972534,176,0,0,0,0,0
730,12,1,0,1,12,17,35,0,0,2.4849066734314,204,1,12,17,0,0
731,8.64999961853027,0,0,0,12,13,31,0,0,2.15755939483643,156,0,0,0,0,0
732,30.2399997711182,1,0,1,18,22,46,1,0,3.40916562080383,396,1,18,22,0,0
733,11.5,1,0,0,12,22,40,0,0,2.44234704971313,264,1,12,22,0,0
734,11.539999961853,0,0,0,12,14,32,1,0,2.44581913948059,168,0,0,0,0,0
735,20.2000007629395,0,0,0,16,6,28,1,0,3.00568270683289,96,0,0,0,0,0
736,50,1,0,0,16,7,29,0,0,3.91202306747437,112,1,16,7,0,0
737,13,0,0,1,12,42,60,0,0,2.56494927406311,504,0,0,0,0,0
738,4.25,1,0,0,12,25,43,0,0,1.44691896438599,300,1,12,25,0,0
739,7.69999980926514,0,0,1,12,45,63,1,0,2.04122018814087,540,0,0,0,0,0
740,15.9399995803833,1,0,0,12,16,34,1,0,2.76883172988892,192,1,12,16,0,0
741,25.8199996948242,0,0,1,12,33,51,0,0,3.25114941596985,396,0,0,0,0,0
742,14,1,0,0,12,33,51,0,0,2.63905739784241,396,1,12,33,0,0
743,12.5,1,0,1,14,30,50,0,0,2.52572870254517,420,1,14,30,0,0
744,25.2900009155273,1,0,0,12,44,62,1,0,3.23040914535522,528,1,12,44,0,0
745,8.64999961853027,0,0,0,12,14,32,0,0,2.15755939483643,168,0,0,0,0,0
746,14,0,0,1,12,8,26,0,0,2.63905739784241,96,0,0,0,0,0
747,12,0,0,0,12,28,46,0,0,2.4849066734314,336,0,0,0,0,0
748,14.4300003051758,0,0,1,16,22,44,1,0,2.66930937767029,352,0,0,0,0,0
749,29.9099998474121,0,0,0,18,22,46,1,0,3.39819288253784,396,0,0,0,0,0
750,10.25,0,0,0,16,11,33,0,0,2.32727766036987,176,0,0,0,0,0
751,18.8400001525879,0,0,0,18,27,51,1,0,2.93598222732544,486,0,0,0,0,0
752,12,1,0,0,12,43,61,1,0,2.4849066734314,516,1,12,43,0,0
753,25,0,0,1,12,43,61,0,0,3.21887588500977,516,0,0,0,0,0
754,6.65000009536743,1,0,0,14,17,37,0,0,1.8946168422699,238,1,14,17,0,0
755,18,0,1,1,12,47,65,0,0,2.89037179946899,564,0,0,0,1,12
756,5,0,1,0,16,26,48,1,0,1.60943794250488,416,0,0,0,1,16
757,6.5,1,0,0,12,28,46,0,0,1.8718022108078,336,1,12,28,0,0
758,23.0799999237061,0,0,0,18,15,39,1,0,3.13896632194519,270,0,0,0,0,0
759,10.5,0,0,0,12,7,25,0,0,2.35137534141541,84,0,0,0,0,0
760,10,0,0,1,12,6,24,0,0,2.30258512496948,72,0,0,0,0,0
761,8.75,0,1,0,12,4,22,1,0,2.16905379295349,48,0,0,0,1,12
762,15.4700002670288,1,1,0,14,21,41,0,1,2.73890256881714,294,1,14,21,1,14
763,42.5499992370605,0,0,0,20,27,53,1,0,3.75067973136902,540,0,0,0,0,0
764,6,1,1,0,12,3,21,0,1,1.7917594909668,36,1,12,3,1,12
765,6.25,1,0,0,12,12,30,1,0,1.83258152008057,144,1,12,12,0,0
766,4,1,0,0,10,6,22,0,0,1.3862943649292,60,1,10,6,0,0
767,16.8299999237061,0,0,0,12,42,60,1,0,2.82316303253174,504,0,0,0,0,0
768,7,0,0,0,12,6,24,0,0,1.94591009616852,72,0,0,0,0,0
769,5.44000005722046,0,0,0,20,36,62,1,0,1.69377911090851,720,0,0,0,0,0
770,5,1,0,0,11,1,18,0,0,1.60943794250488,11,1,11,1,0,0
771,11,0,0,0,14,25,45,0,0,2.39789533615112,350,0,0,0,0,0
772,6.88000011444092,0,1,0,12,13,31,1,0,1.92861866950989,156,0,0,0,1,12
773,11,0,1,1,12,10,28,0,0,2.39789533615112,120,0,0,0,1,12
774,19.2399997711182,0,0,0,18,9,33,1,0,2.95699143409729,162,0,0,0,0,0
775,10.1000003814697,0,0,0,12,30,48,0,0,2.31253552436829,360,0,0,0,0,0
776,9.52999973297119,0,0,0,12,13,31,0,0,2.25444459915161,156,0,0,0,0,0
777,9.35000038146973,0,0,1,12,17,35,0,0,2.23537635803223,204,0,0,0,0,0
778,7,0,1,0,12,18,36,0,0,1.94591009616852,216,0,0,0,1,12
779,31.8600006103516,0,0,0,12,31,49,1,0,3.46135139465332,372,0,0,0,0,0
780,12.5,1,0,1,12,34,52,0,0,2.52572870254517,408,1,12,34,0,0
781,28.8500003814697,1,0,0,16,10,32,1,0,3.36210989952087,160,1,16,10,0,0
782,8,1,0,0,12,9,27,0,0,2.0794415473938,108,1,12,9,0,0
783,12.1800003051758,0,0,1,16,9,31,1,0,2.49979519844055,144,0,0,0,0,0
784,5,0,0,0,11,14,31,0,0,1.60943794250488,154,0,0,0,0,0
785,7.25,1,0,0,12,20,38,0,0,1.981001496315,240,1,12,20,0,0
786,18,1,0,0,16,17,39,0,0,2.89037179946899,272,1,16,17,0,0
787,8,0,0,1,12,12,30,0,0,2.0794415473938,144,0,0,0,0,0
788,8,0,0,1,12,10,28,0,0,2.0794415473938,120,0,0,0,0,0
789,16,1,0,0,16,12,34,1,0,2.7725887298584,192,1,16,12,0,0
790,8.64999961853027,0,0,0,12,22,40,1,0,2.15755939483643,264,0,0,0,0,0
791,14.4899997711182,0,0,1,12,33,51,0,0,2.67345881462097,396,0,0,0,0,0
792,3.75,1,0,0,12,31,49,1,0,1.32175588607788,372,1,12,31,0,0
793,7.5,0,0,0,16,4,26,1,0,2.01490306854248,64,0,0,0,0,0
794,9,1,0,0,12,0,18,1,0,2.19722461700439,0,1,12,0,0,0
795,3.5,0,1,0,12,4,22,1,0,1.25276291370392,48,0,0,0,1,12
796,27.5,0,1,1,12,30,48,1,0,3.31418609619141,360,0,0,0,1,12
797,20,0,0,0,12,11,29,0,0,2.99573230743408,132,0,0,0,0,0
798,12,1,1,1,12,24,42,0,1,2.4849066734314,288,1,12,24,1,12
799,3.75,1,1,1,0,56,62,1,1,1.32175588607788,0,1,0,56,1,0
800,45,1,0,0,18,16,40,0,0,3.80666255950928,288,1,18,16,0,0
801,6,1,0,0,9,13,28,0,0,1.7917594909668,117,1,9,13,0,0
802,21.1499996185303,1,0,0,20,3,29,1,0,3.05163979530334,60,1,20,3,0,0
803,16.8299999237061,0,1,0,16,14,36,1,0,2.82316303253174,224,0,0,0,1,16
804,8.05000019073486,0,0,0,14,24,44,0,0,2.08567214012146,336,0,0,0,0,0
805,22.2199993133545,0,0,0,16,15,37,1,0,3.10099267959595,240,0,0,0,0,0
806,3.07999992370605,0,1,0,12,11,29,1,0,1.12492954730988,132,0,0,0,1,12
807,42.7299995422363,0,0,0,18,16,40,1,0,3.75490117073059,288,0,0,0,0,0
808,35,1,0,1,12,19,37,1,0,3.55534815788269,228,1,12,19,0,0
809,49.4599990844727,0,0,0,16,23,45,1,0,3.90116429328918,368,0,0,0,0,0
810,17.2999992370605,0,0,0,12,32,50,1,0,2.85070633888245,384,0,0,0,0,0
811,15.8500003814697,1,0,0,12,30,48,1,0,2.76316952705383,360,1,12,30,0,0
812,11.2200002670288,1,0,0,18,21,45,1,0,2.41769790649414,378,1,18,21,0,0
813,17.2800006866455,1,0,1,16,43,65,0,0,2.84954977035522,688,1,16,43,0,0
814,5,1,0,0,12,15,33,0,0,1.60943794250488,180,1,12,15,0,0
815,11.25,1,0,0,12,9,27,1,0,2.42036819458008,108,1,12,9,0,0
816,13,0,1,1,5,34,45,0,0,2.56494927406311,170,0,0,0,1,5
817,26.9200000762939,0,0,0,18,11,35,1,0,3.29286956787109,198,0,0,0,0,0
818,6.25,1,1,0,12,13,31,1,1,1.83258152008057,156,1,12,13,1,12
819,48.0800018310547,1,0,0,16,20,42,1,0,3.87286639213562,320,1,16,20,0,0
820,19.2199993133545,0,0,0,16,14,36,1,0,2.95595145225525,224,0,0,0,0,0
821,13.75,1,0,0,14,8,28,1,0,2.62103891372681,112,1,14,8,0,0
822,9.26000022888184,0,0,0,16,26,48,1,0,2.22570395469666,416,0,0,0,0,0
823,6.5,1,0,0,14,7,27,0,0,1.8718022108078,98,1,14,7,0,0
824,6.59999990463257,1,0,0,16,0,22,0,0,1.88706958293915,0,1,16,0,0,0
825,14.289999961853,1,0,0,14,30,50,1,0,2.65955996513367,420,1,14,30,0,0
826,15.710000038147,1,0,0,16,13,35,1,0,2.75429749488831,208,1,16,13,0,0
827,23.5499992370605,0,0,0,18,26,50,1,0,3.15912580490112,468,0,0,0,0,0
828,16.0300006866455,0,0,0,12,12,30,1,0,2.7744619846344,144,0,0,0,0,0
829,18,0,1,1,12,30,48,0,0,2.89037179946899,360,0,0,0,1,12
830,12.1400003433228,0,1,1,12,23,41,0,0,2.49650573730469,276,0,0,0,1,12
831,12,0,1,0,18,6,30,0,0,2.4849066734314,108,0,0,0,1,18
832,17.7600002288818,1,0,0,12,38,56,1,0,2.87694883346558,456,1,12,38,0,0
833,18,0,0,1,12,23,41,0,0,2.89037179946899,276,0,0,0,0,0
834,11,0,0,0,12,17,35,0,0,2.39789533615112,204,0,0,0,0,0
835,12,0,0,1,12,30,48,0,0,2.4849066734314,360,0,0,0,0,0
836,9.22000026702881,0,0,0,12,30,48,1,0,2.22137498855591,360,0,0,0,0,0
837,4.25,1,0,0,12,21,39,0,0,1.44691896438599,252,1,12,21,0,0
838,17.9599990844727,1,0,0,16,7,29,1,0,2.8881471157074,112,1,16,7,0,0
839,6,1,0,1,12,0,18,0,0,1.7917594909668,0,1,12,0,0,0
840,11.25,0,0,1,12,15,33,1,0,2.42036819458008,180,0,0,0,0,0
841,12.7299995422363,1,0,1,18,17,41,1,0,2.5439612865448,306,1,18,17,0,0
842,8,0,0,1,12,20,38,0,0,2.0794415473938,240,0,0,0,0,0
843,4.75,1,0,0,10,3,19,0,0,1.55814456939697,30,1,10,3,0,0
844,7.34999990463257,1,0,0,12,18,36,0,0,1.99470031261444,216,1,12,18,0,0
845,27.7000007629395,1,0,0,12,33,51,1,0,3.32143235206604,396,1,12,33,0,0
846,19.2299995422363,0,0,0,18,27,51,1,0,2.95647144317627,486,0,0,0,0,0
847,9.05000019073486,1,0,0,12,27,45,1,0,2.20276474952698,324,1,12,27,0,0
848,19.2299995422363,0,0,0,12,14,32,1,0,2.95647144317627,168,0,0,0,0,0
849,8.84000015258789,0,0,0,16,0,22,1,0,2.17928695678711,0,0,0,0,0,0
850,17.2999992370605,0,0,0,18,20,44,1,0,2.85070633888245,360,0,0,0,0,0
851,13.4499998092651,1,0,1,16,23,45,1,0,2.59897899627686,368,1,16,23,0,0
852,8.5,0,0,0,12,25,43,0,0,2.14006614685059,300,0,0,0,0,0
853,12.6599998474121,1,0,0,16,20,42,1,0,2.53844738006592,320,1,16,20,0,0
854,18.6000003814697,1,0,0,16,4,26,1,0,2.92316150665283,64,1,16,4,0,0
855,11.2200002670288,0,0,0,14,26,46,1,0,2.41769790649414,364,0,0,0,0,0
856,10.3500003814697,0,0,0,12,4,22,1,0,2.33698654174805,48,0,0,0,0,0
857,14.4399995803833,0,0,0,12,43,61,1,0,2.67000222206116,516,0,0,0,0,0
858,6.65999984741211,1,0,0,12,40,58,0,0,1.89611947536469,480,1,12,40,0,0
859,13.6499996185303,0,0,0,7,35,48,1,0,2.61373949050903,245,0,0,0,0,0
860,4.34999990463257,1,1,0,12,23,41,0,1,1.47017586231232,276,1,12,23,1,12
861,14.4300003051758,0,0,0,12,30,48,1,0,2.66930937767029,360,0,0,0,0,0
862,6.25,1,0,0,12,44,62,1,0,1.83258152008057,528,1,12,44,0,0
863,16.2000007629395,1,0,0,16,21,43,0,0,2.78501129150391,336,1,16,21,0,0
864,7.5,1,1,0,12,16,34,0,1,2.01490306854248,192,1,12,16,1,12
865,5,0,1,0,12,7,25,0,0,1.60943794250488,84,0,0,0,1,12
866,6,1,0,0,12,19,37,0,0,1.7917594909668,228,1,12,19,0,0
867,38.4599990844727,0,0,0,18,21,45,1,0,3.64961862564087,378,0,0,0,0,0
868,34.9599990844727,0,0,0,18,24,48,1,0,3.55420446395874,432,0,0,0,0,0
869,10.7799997329712,0,0,0,12,30,48,1,0,2.37769246101379,360,0,0,0,0,0
870,16.8299999237061,0,0,0,12,43,61,1,0,2.82316303253174,516,0,0,0,0,0
871,32.0499992370605,0,0,0,20,23,49,1,0,3.46729707717895,460,0,0,0,0,0
872,5,1,0,0,10,42,58,0,0,1.60943794250488,420,1,10,42,0,0
873,12.0299997329712,0,0,1,10,34,50,1,0,2.48740339279175,340,0,0,0,0,0
874,9.31999969482422,0,0,0,12,11,29,0,0,2.23216271400452,132,0,0,0,0,0
875,8,0,0,0,12,9,27,0,0,2.0794415473938,108,0,0,0,0,0
876,5.5,1,0,0,12,33,51,0,0,1.70474803447723,396,1,12,33,0,0
877,6,1,0,0,12,13,31,0,0,1.7917594909668,156,1,12,13,0,0
878,7,0,0,0,7,17,30,0,0,1.94591009616852,119,0,0,0,0,0
879,33.3300018310547,0,0,0,16,7,29,1,0,3.50645804405212,112,0,0,0,0,0
880,5,1,0,0,12,10,28,0,0,1.60943794250488,120,1,12,10,0,0
881,8.3100004196167,1,0,0,12,10,28,0,0,2.11745977401733,120,1,12,10,0,0
882,15,1,0,0,14,7,27,0,0,2.70805025100708,98,1,14,7,0,0
883,22.1299991607666,0,0,0,16,28,50,1,0,3.0969340801239,448,0,0,0,0,0
884,17.8600006103516,1,0,1,18,20,44,1,0,2.88256359100342,360,1,18,20,0,0
885,32.0499992370605,0,0,1,16,12,34,0,0,3.46729707717895,192,0,0,0,0,0
886,23.5,0,0,0,16,10,32,0,0,3.15700030326843,160,0,0,0,0,0
887,30.6200008392334,0,0,0,18,15,39,1,0,3.42165350914001,270,0,0,0,0,0
888,16,1,0,0,12,29,47,0,0,2.7725887298584,348,1,12,29,0,0
889,3.84999990463257,1,0,0,14,3,23,1,0,1.34807312488556,42,1,14,3,0,0
890,6.23999977111816,1,1,0,12,26,44,0,1,1.83098018169403,312,1,12,26,1,12
891,6.88000011444092,0,0,0,7,39,52,0,0,1.92861866950989,273,0,0,0,0,0
892,6.67000007629395,0,0,0,10,37,53,1,0,1.89761984348297,370,0,0,0,0,0
893,7.5,1,0,0,12,34,52,0,0,2.01490306854248,408,1,12,34,0,0
894,9.69999980926514,0,0,0,9,30,45,0,0,2.27212595939636,270,0,0,0,0,0
895,6.51999998092651,0,0,0,9,34,49,0,0,1.87487435340881,306,0,0,0,0,0
896,9.60000038146973,1,0,0,16,25,47,1,0,2.26176309585571,400,1,16,25,0,0
897,11,1,0,0,16,11,33,0,0,2.39789533615112,176,1,16,11,0,0
898,11.0500001907349,1,0,0,16,2,24,1,0,2.40243053436279,32,1,16,2,0,0
899,6.5,1,1,0,9,21,36,0,1,1.8718022108078,189,1,9,21,1,9
900,5.75,0,0,0,16,13,35,0,0,1.74919986724854,208,0,0,0,0,0
901,5.40000009536743,1,0,0,12,2,20,0,0,1.68639898300171,24,1,12,2,0,0
902,6.78000020980835,1,0,0,12,2,20,1,0,1.91397714614868,24,1,12,2,0,0
903,16,1,0,0,12,44,62,0,0,2.7725887298584,528,1,12,44,0,0
904,10.1599998474121,0,0,0,12,25,43,0,0,2.31845831871033,300,0,0,0,0,0
905,1.5,1,0,0,14,17,37,0,0,0.405465096235275,238,1,14,17,0,0
906,9.32999992370606,0,0,0,16,4,26,1,0,2.23323512077332,64,0,0,0,0,0
907,13.5200004577637,1,0,1,12,27,45,0,0,2.60417008399963,324,1,12,27,0,0
908,4.25,0,0,0,12,4,22,0,0,1.44691896438599,48,0,0,0,0,0
909,15,0,0,1,12,29,47,0,0,2.70805025100708,348,0,0,0,0,0
910,18.1299991607666,0,0,1,14,22,42,0,0,2.89756798744202,308,0,0,0,0,0
911,6.25,0,0,0,12,22,40,0,0,1.83258152008057,264,0,0,0,0,0
912,5.80000019073486,0,0,0,12,3,21,0,0,1.75785791873932,36,0,0,0,0,0
913,4.25,1,0,0,12,1,19,0,0,1.44691896438599,12,1,12,1,0,0
914,6.34999990463257,1,0,0,12,44,62,0,0,1.8484548330307,528,1,12,44,0,0
915,14.4300003051758,1,0,1,18,21,45,1,0,2.66930937767029,378,1,18,21,0,0
916,11,0,0,0,0,51,57,0,0,2.39789533615112,0,0,0,0,0,0
917,12.0299997329712,1,1,1,16,41,63,1,1,2.48740339279175,656,1,16,41,1,16
918,9,1,1,0,12,15,33,0,1,2.19722461700439,180,1,12,15,1,12
919,6.5,1,0,0,16,4,26,0,0,1.8718022108078,64,1,16,4,0,0
920,9.78999996185303,1,0,0,16,8,30,0,0,2.28136134147644,128,1,16,8,0,0
921,6.15000009536743,0,0,0,12,21,39,1,0,1.81645214557648,252,0,0,0,0,0
922,12.2200002670288,0,0,1,16,9,31,1,0,2.50307393074036,144,0,0,0,0,0
923,6.19999980926514,1,0,0,12,26,44,0,0,1.82454931735992,312,1,12,26,0,0
924,22.1599998474121,0,0,0,12,40,58,1,0,3.09828877449036,480,0,0,0,0,0
925,12.8800001144409,0,0,1,12,24,42,0,0,2.55567574501038,288,0,0,0,0,0
926,12.1999998092651,0,0,0,12,26,44,0,0,2.50143599510193,312,0,0,0,0,0
927,28.8400001525879,0,0,0,18,15,39,1,0,3.36176323890686,270,0,0,0,0,0
928,6,1,0,0,12,4,22,0,0,1.7917594909668,48,1,12,4,0,0
929,13,1,0,0,14,31,51,0,0,2.56494927406311,434,1,14,31,0,0
930,5,1,1,0,10,26,42,0,1,1.60943794250488,260,1,10,26,1,10
931,9.52000045776367,1,0,0,12,44,62,1,0,2.25339484214783,528,1,12,44,0,0
932,7,1,0,0,12,13,31,0,0,1.94591009616852,156,1,12,13,0,0
933,9.5,0,0,0,12,20,38,0,0,2.25129175186157,240,0,0,0,0,0
934,2,0,0,0,11,1,18,0,0,0.6931471824646,11,0,0,0,0,0
935,15.8199996948242,0,0,0,12,9,27,1,0,2.76127505302429,108,0,0,0,0,0
936,30,1,0,0,20,17,43,1,0,3.40119743347168,340,1,20,17,0,0
937,9.61999988555908,1,0,0,14,5,25,1,0,2.26384425163269,70,1,14,5,0,0
938,14.8400001525879,1,0,0,12,44,62,0,0,2.69732618331909,528,1,12,44,0,0
939,11.5,0,0,0,16,4,26,0,0,2.44234704971313,64,0,0,0,0,0
940,31.25,0,0,0,16,39,61,1,0,3.44201946258545,624,0,0,0,0,0
941,33.560001373291,0,0,0,18,17,41,1,0,3.51333498954773,306,0,0,0,0,0
942,5,1,0,0,16,22,44,0,0,1.60943794250488,352,1,16,22,0,0
943,29.5799999237061,0,0,0,16,31,53,1,0,3.38709855079651,496,0,0,0,0,0
944,9.13000011444092,1,0,0,12,33,51,1,0,2.21156573295593,396,1,12,33,0,0
945,8.89000034332275,0,0,0,16,16,38,1,0,2.18492698669434,256,0,0,0,0,0
946,5.25,0,0,0,12,5,23,0,0,1.65822803974152,60,0,0,0,0,0
947,11,1,0,1,12,18,36,0,0,2.39789533615112,216,1,12,18,0,0
948,15.3500003814697,0,0,0,12,23,41,0,0,2.7311155796051,276,0,0,0,0,0
949,10.8500003814697,1,0,0,18,18,42,1,0,2.38416504859924,324,1,18,18,0,0
950,11.3199996948242,0,0,0,12,13,31,0,0,2.42657113075256,156,0,0,0,0,0
951,6.65000009536743,1,0,0,12,23,41,0,0,1.8946168422699,276,1,12,23,0,0
952,5,1,0,0,12,1,19,0,0,1.60943794250488,12,1,12,1,0,0
953,10.210000038147,1,0,1,12,12,30,0,0,2.32336759567261,144,1,12,12,0,0
954,5.51000022888184,1,0,0,12,22,40,0,0,1.7065646648407,264,1,12,22,0,0
955,10,0,0,0,16,37,59,0,0,2.30258512496948,592,0,0,0,0,0
956,20,0,0,0,12,20,38,0,0,2.99573230743408,240,0,0,0,0,0
957,1.14999997615814,0,0,0,12,43,61,1,0,0.139761924743652,516,0,0,0,0,0
